qt_to_Q	unpol_bn	err	unpol_rc	err	sivers_bn	err	sivers_rc	err	collins_bn	err	collins_rc	err
3.000000e-01	1.631281e-05	1.811086e-19	1.540529e-05	1.513030e-10	1.606582e-02	1.056762e-04	2.073720e-02	1.718370e-03	3.753767e-02	4.522856e-05	3.965199e-02	1.421015e-04	
3.100000e-01	1.528523e-05	1.697001e-19	1.445548e-05	1.394460e-10	1.650853e-02	1.092156e-04	2.128782e-02	1.943091e-03	3.879491e-02	4.647489e-05	4.093494e-02	2.745209e-04	
3.200000e-01	1.429187e-05	1.586716e-19	1.353632e-05	1.280880e-10	1.694257e-02	1.127680e-04	2.182021e-02	2.184614e-03	4.005675e-02	4.769679e-05	4.222005e-02	4.208470e-04	
3.300000e-01	1.333461e-05	1.480439e-19	1.264959e-05	1.172537e-10	1.736771e-02	1.163355e-04	2.232571e-02	2.443954e-03	4.132400e-02	4.889367e-05	4.350825e-02	5.819143e-04	
3.400000e-01	1.241497e-05	1.378338e-19	1.179671e-05	1.069615e-10	1.778377e-02	1.199208e-04	2.282802e-02	2.725846e-03	4.259753e-02	5.006496e-05	4.480059e-02	7.591413e-04	
3.500000e-01	1.153414e-05	1.280547e-19	1.097884e-05	9.722437e-11	1.819055e-02	1.235263e-04	2.329976e-02	3.029575e-03	4.387827e-02	5.121011e-05	4.609812e-02	9.541795e-04	
3.600000e-01	1.069299e-05	1.187160e-19	1.019680e-05	8.803910e-11	1.858785e-02	1.271550e-04	2.374968e-02	3.358601e-03	4.516722e-02	5.232859e-05	4.740218e-02	1.168874e-03	
3.700000e-01	9.892069e-06	1.098240e-19	9.451176e-06	7.940357e-11	1.897548e-02	1.308098e-04	2.417594e-02	3.715411e-03	4.646547e-02	5.341987e-05	4.756878e-02	7.477454e-04	
3.800000e-01	9.131659e-06	1.013818e-19	8.742272e-06	7.132680e-11	1.935328e-02	1.344941e-04	2.457732e-02	4.102779e-03	4.777417e-02	5.448345e-05	4.882797e-02	7.260705e-04	
3.900000e-01	8.411756e-06	9.338925e-20	8.070156e-06	6.378728e-11	1.972108e-02	1.382112e-04	2.495243e-02	4.523706e-03	4.909455e-02	5.551886e-05	5.009112e-02	7.012900e-04	
4.000000e-01	7.732113e-06	8.584369e-20	7.434658e-06	5.678470e-11	2.007870e-02	1.419649e-04	2.529947e-02	4.981370e-03	5.042793e-02	5.652564e-05	5.135904e-02	6.732539e-04	
4.100000e-01	7.092254e-06	7.873983e-20	6.835406e-06	5.030543e-11	2.042599e-02	1.457592e-04	2.561698e-02	5.479287e-03	5.177570e-02	5.750335e-05	5.263253e-02	6.418067e-04	
4.200000e-01	6.491499e-06	7.207012e-20	6.271842e-06	4.432463e-11	2.076281e-02	1.495981e-04	2.590324e-02	6.021230e-03	5.313935e-02	5.845156e-05	5.391241e-02	6.067881e-04	
4.300000e-01	5.928987e-06	6.582498e-20	5.743221e-06	3.883321e-11	2.108901e-02	1.534862e-04	2.615631e-02	6.611249e-03	5.452046e-02	5.936988e-05	5.519967e-02	5.680347e-04	
4.400000e-01	5.403694e-06	5.999306e-20	5.248684e-06	3.381067e-11	2.140445e-02	1.574282e-04	2.637417e-02	7.253723e-03	5.592069e-02	6.025791e-05	5.649502e-02	5.253760e-04	
4.500000e-01	4.914461e-06	5.456148e-20	4.787213e-06	2.923143e-11	2.170901e-02	1.614290e-04	2.655480e-02	7.953402e-03	5.734183e-02	6.111531e-05	5.779948e-02	4.786413e-04	
4.600000e-01	4.460012e-06	4.951609e-20	4.357693e-06	2.507682e-11	2.200257e-02	1.654938e-04	2.669561e-02	8.715289e-03	5.878573e-02	6.194174e-05	5.768809e-02	1.221178e-03	
4.700000e-01	4.038976e-06	4.484164e-20	3.958918e-06	2.132119e-11	2.228501e-02	1.696284e-04	2.679438e-02	9.544914e-03	6.025438e-02	6.273686e-05	5.901595e-02	1.126818e-03	
4.800000e-01	3.649905e-06	4.052209e-20	3.589606e-06	1.794546e-11	2.255623e-02	1.738385e-04	2.684820e-02	1.044805e-02	6.174986e-02	6.350039e-05	6.035893e-02	1.025362e-03	
4.900000e-01	3.291298e-06	3.654075e-20	3.248426e-06	1.492297e-11	2.281612e-02	1.781304e-04	2.685440e-02	1.143104e-02	6.327439e-02	6.423204e-05	6.171812e-02	9.800318e-04	
5.000000e-01	2.961611e-06	3.288049e-20	2.934004e-06	1.222973e-11	2.306460e-02	1.825105e-04	2.680983e-02	1.250055e-02	6.483028e-02	6.493155e-05	6.309461e-02	1.009377e-03	
5.100000e-01	2.659282e-06	2.952396e-20	2.644941e-06	9.842887e-12	2.330157e-02	1.869859e-04	2.424799e-02	8.122466e-03	6.641999e-02	6.559870e-05	6.448948e-02	1.042237e-03	
5.200000e-01	2.382738e-06	2.645370e-20	2.379826e-06	7.739486e-12	2.352698e-02	1.915637e-04	2.409986e-02	9.024078e-03	6.804609e-02	6.623325e-05	6.590377e-02	1.078986e-03	
5.300000e-01	2.130412e-06	2.365233e-20	2.137251e-06	5.896225e-12	2.374073e-02	1.962516e-04	2.389588e-02	1.001543e-02	6.971130e-02	6.683502e-05	6.733844e-02	1.120008e-03	
5.400000e-01	1.900758e-06	2.110266e-20	1.915822e-06	4.292039e-12	2.394278e-02	2.010576e-04	2.363208e-02	1.110516e-02	7.141847e-02	6.740384e-05	6.879439e-02	1.179518e-03	
5.500000e-01	1.692255e-06	1.878781e-20	1.714163e-06	2.905988e-12	2.413307e-02	2.059902e-04	2.330408e-02	1.230262e-02	7.317061e-02	6.793953e-05	7.027244e-02	1.251818e-03	
5.600000e-01	1.503422e-06	1.669134e-20	1.530933e-06	1.720309e-12	2.431155e-02	2.110584e-04	2.288776e-02	1.168385e-02	7.497089e-02	6.844198e-05	7.288707e-02	8.094120e-04	
5.700000e-01	1.332822e-06	1.479729e-20	1.364824e-06	7.279144e-13	2.447818e-02	2.162714e-04	2.290761e-02	1.194658e-02	7.682261e-02	6.891107e-05	7.439205e-02	7.767171e-04	
5.800000e-01	1.179069e-06	1.309030e-20	1.214576e-06	4.463163e-13	2.463292e-02	2.216390e-04	2.995571e-02	1.123274e-02	7.872927e-02	6.934671e-05	7.591711e-02	7.441764e-04	
5.900000e-01	1.040837e-06	1.155562e-20	1.078978e-06	9.038371e-13	2.477576e-02	2.271716e-04	2.690451e-02	1.098525e-02	8.069453e-02	6.974882e-05	7.746224e-02	7.119903e-04	
6.000000e-01	9.168597e-07	1.017919e-20	9.568698e-07	1.476167e-12	2.490666e-02	2.328801e-04	2.725408e-02	9.009896e-03	8.272225e-02	7.011735e-05	7.902716e-02	7.202533e-04	
6.100000e-01	8.059340e-07	8.947665e-21	8.471486e-07	1.943183e-12	2.502563e-02	2.387757e-04	2.758216e-02	9.640128e-03	8.481648e-02	7.045228e-05	8.061137e-02	8.476198e-04	
6.200000e-01	7.069241e-07	7.848434e-21	7.487694e-07	2.313344e-12	2.513266e-02	2.448706e-04	2.788647e-02	1.168441e-02	8.698145e-02	7.075359e-05	8.221398e-02	9.796560e-04	
6.300000e-01	6.187611e-07	6.869628e-21	6.607466e-07	2.597794e-12	2.522775e-02	2.511772e-04	5.668476e-02	9.551795e-03	8.922164e-02	7.102128e-05	5.730502e-02	8.003028e-04	
6.400000e-01	5.404433e-07	6.000126e-21	5.821544e-07	2.807461e-12	2.531091e-02	2.577087e-04	5.077197e-02	5.634634e-03	9.154172e-02	7.125539e-05	8.546919e-02	1.256558e-03	
6.500000e-01	4.710364e-07	5.229555e-21	5.121265e-07	2.952506e-12	2.538216e-02	2.644790e-04	2.131517e-02	1.167589e-02	9.394662e-02	7.145597e-05	8.781446e-02	1.023591e-03	
6.600000e-01	4.096719e-07	4.548272e-21	4.498558e-07	3.042231e-12	2.544152e-02	2.715026e-04	2.105961e-02	1.192993e-02	9.644151e-02	7.162307e-05	8.936143e-02	1.116240e-03	
6.700000e-01	3.555456e-07	3.947349e-21	3.945931e-07	3.084900e-12	2.548902e-02	2.787948e-04	1.980100e-02	8.884726e-03	9.903180e-02	7.175679e-05	9.090730e-02	1.212742e-03	
6.800000e-01	3.079158e-07	3.418553e-21	3.456449e-07	3.088127e-12	2.552470e-02	2.863716e-04	1.943241e-02	8.954230e-03	1.017232e-01	7.185724e-05	9.257984e-02	1.128683e-03	
6.900000e-01	2.661010e-07	2.954315e-21	3.023723e-07	3.058507e-12	2.554860e-02	2.942499e-04	1.902894e-02	9.012441e-03	1.045217e-01	7.192453e-05	9.410747e-02	1.210614e-03	
7.000000e-01	2.294770e-07	2.547706e-21	2.641885e-07	3.002061e-12	2.556077e-02	3.024474e-04	1.505881e-02	1.126731e-02	1.074335e-01	7.195880e-05	9.571219e-02	1.146840e-03	
7.100000e-01	1.974739e-07	2.192401e-21	2.305559e-07	2.923897e-12	2.556128e-02	3.109827e-04	1.443711e-02	1.076002e-02	1.104654e-01	7.196023e-05	9.721759e-02	1.220769e-03	
7.200000e-01	1.695738e-07	1.882648e-21	2.009841e-07	2.828668e-12	2.555018e-02	3.198752e-04	1.377319e-02	1.018163e-02	1.136242e-01	7.192898e-05	9.881869e-02	1.127126e-03	
7.300000e-01	1.453069e-07	1.613231e-21	1.750272e-07	2.720279e-12	2.552754e-02	3.291456e-04	1.306806e-02	9.528379e-03	1.169171e-01	7.186525e-05	1.002828e-01	1.186294e-03	
7.400000e-01	1.242489e-07	1.379440e-21	1.522805e-07	2.602515e-12	2.549344e-02	3.388154e-04	1.232114e-02	8.795360e-03	1.203520e-01	7.176925e-05	1.017085e-01	1.241192e-03	
7.500000e-01	1.060176e-07	1.177032e-21	1.323784e-07	2.477942e-12	2.544796e-02	3.489073e-04	1.137198e-02	1.233020e-02	1.239367e-01	7.164121e-05	1.024506e-01	1.256045e-03	
7.600000e-01	9.026976e-08	1.002196e-21	1.149911e-07	2.349128e-12	2.539119e-02	3.594450e-04	1.051815e-02	1.155174e-02	1.276799e-01	7.148138e-05	1.036280e-01	1.257047e-03	
7.700000e-01	7.669835e-08	8.515227e-22	9.982268e-08	2.218452e-12	2.532321e-02	3.704538e-04	7.966187e-03	1.156638e-02	1.315904e-01	7.129002e-05	1.049279e-01	1.241518e-03	
7.800000e-01	6.502933e-08	7.219706e-22	8.660738e-08	2.087349e-12	2.524414e-02	3.819599e-04	7.648541e-03	1.047719e-02	1.356775e-01	7.106741e-05	1.061491e-01	1.233038e-03	
7.900000e-01	5.501897e-08	6.108333e-22	7.510802e-08	1.957534e-12	2.515407e-02	3.939911e-04	1.166543e-02	1.221611e-02	1.399511e-01	7.081384e-05	1.078731e-01	1.229776e-03	
8.000000e-01	4.645106e-08	5.157104e-22	6.511313e-08	1.829930e-12	2.505311e-02	4.065766e-04	1.073012e-02	1.244682e-02	1.444217e-01	7.052962e-05	1.089490e-01	1.236891e-03	
8.100000e-01	3.913444e-08	4.344795e-22	5.643488e-08	1.705922e-12	2.494138e-02	4.197470e-04	1.042570e-02	1.066137e-02	1.491000e-01	7.021508e-05	1.099073e-01	1.237698e-03	
8.200000e-01	3.290055e-08	3.652694e-22	4.890660e-08	1.585827e-12	2.481899e-02	4.335348e-04	9.199827e-03	1.071392e-02	1.539976e-01	6.987054e-05	1.112902e-01	1.182176e-03	
8.300000e-01	2.760120e-08	3.064349e-22	4.238089e-08	1.470322e-12	2.468608e-02	4.479740e-04	7.610548e-03	1.253111e-02	1.591266e-01	6.949638e-05	1.114556e-01	1.250608e-03	
8.400000e-01	2.310648e-08	2.565335e-22	3.672798e-08	1.359764e-12	2.454278e-02	4.631004e-04	7.068736e-03	1.191570e-02	1.644997e-01	6.909294e-05	1.120117e-01	1.237068e-03	
8.500000e-01	1.930283e-08	2.143045e-22	3.183332e-08	1.254638e-12	2.438921e-02	4.789519e-04	6.162398e-03	1.167867e-02	1.701304e-01	6.866061e-05	1.124203e-01	1.234408e-03	
8.600000e-01	1.609125e-08	1.786488e-22	2.759668e-08	1.154773e-12	2.422552e-02	4.955681e-04	7.775163e-03	8.382879e-03	1.760327e-01	6.819979e-05	1.404720e-01	1.248393e-03	
8.700000e-01	1.338569e-08	1.486110e-22	2.393041e-08	1.060562e-12	2.405185e-02	5.129911e-04	6.883384e-03	8.093675e-03	1.822216e-01	6.771087e-05	1.427434e-01	1.253557e-03	
8.800000e-01	1.111153e-08	1.233627e-22	2.075742e-08	9.717399e-13	2.386835e-02	5.312651e-04	5.993002e-03	7.782559e-03	1.887128e-01	6.719428e-05	1.450541e-01	1.253120e-03	
8.900000e-01	9.204267e-09	1.021879e-22	1.801091e-08	8.883035e-13	2.367517e-02	5.504367e-04	5.111727e-03	7.447567e-03	1.955228e-01	6.665045e-05	1.483750e-01	1.255477e-03	
9.000000e-01	7.608300e-09	8.446910e-23	1.563265e-08	8.102393e-13	2.347247e-02	5.705550e-04	4.245548e-03	7.117645e-03	2.026691e-01	6.607980e-05	1.504534e-01	1.253357e-03	
9.100000e-01	6.275801e-09	6.967539e-23	1.357212e-08	7.372526e-13	2.326041e-02	5.916721e-04	3.395284e-03	6.771601e-03	2.101702e-01	6.548281e-05	1.526673e-01	1.254164e-03	
9.200000e-01	5.165760e-09	5.735146e-23	1.178555e-08	6.692812e-13	2.303915e-02	6.138425e-04	2.566075e-03	6.425379e-03	2.180454e-01	6.485992e-05	1.548437e-01	1.254006e-03	
9.300000e-01	4.243099e-09	4.710787e-23	1.023512e-08	6.059812e-13	2.280886e-02	6.371241e-04	1.763544e-03	6.095719e-03	2.263154e-01	6.421161e-05	1.571141e-01	1.254547e-03	
9.400000e-01	3.477894e-09	3.861238e-23	8.888125e-09	5.472318e-13	2.256971e-02	6.615778e-04	9.818081e-04	5.763819e-03	2.350017e-01	6.353836e-05	1.593175e-01	1.255918e-03	
9.500000e-01	2.844685e-09	3.158235e-23	7.716525e-09	4.927711e-13	2.232188e-02	6.872680e-04	1.478109e-04	7.442967e-03	2.441272e-01	6.284066e-05	1.617647e-01	1.256061e-03	
9.600000e-01	2.321865e-09	2.577788e-23	6.696080e-09	4.423908e-13	2.206554e-02	7.142628e-04	-5.861008e-04	7.169526e-03	2.537161e-01	6.211902e-05	1.640047e-01	1.254865e-03	
9.700000e-01	1.891146e-09	2.099594e-23	5.806065e-09	3.958924e-13	2.180088e-02	7.426340e-04	-1.293604e-03	6.940146e-03	2.637940e-01	6.137395e-05	1.665808e-01	1.253996e-03	
9.800000e-01	1.537089e-09	1.706511e-23	5.028744e-09	3.529942e-13	2.152808e-02	7.724574e-04	-1.978356e-03	6.769656e-03	2.743877e-01	6.060595e-05	1.690187e-01	1.254165e-03	
9.900000e-01	1.246692e-09	1.384106e-23	4.348793e-09	3.135237e-13	2.124732e-02	8.038133e-04	-2.648901e-03	6.682194e-03	2.855257e-01	5.981556e-05	1.716631e-01	1.254243e-03	
1.000000e+00	1.009034e-09	1.120253e-23	3.748764e-09	2.768093e-13	2.095880e-02	8.367865e-04	-3.306356e-03	6.678945e-03	2.972382e-01	5.900331e-05	1.717823e-01	1.256015e-03	
1.010000e+00	8.149661e-10	9.047941e-24	3.231279e-09	2.440412e-13	2.066271e-02	8.714665e-04	-3.961228e-03	6.787369e-03	3.095571e-01	5.816974e-05	1.745516e-01	1.254543e-03	
1.020000e+00	6.568419e-10	7.292410e-24	2.773151e-09	2.136864e-13	2.035923e-02	9.079482e-04	-4.622045e-03	7.027328e-03	3.225159e-01	5.731540e-05	1.813110e-01	1.253793e-03	
1.030000e+00	5.282873e-10	5.865167e-24	2.371172e-09	1.860303e-13	2.004857e-02	9.463318e-04	-5.317251e-03	7.447166e-03	3.361503e-01	5.644084e-05	1.826354e-01	1.255576e-03	
1.040000e+00	4.240021e-10	4.707369e-24	2.017852e-09	1.608404e-13	1.973093e-02	9.867233e-04	-6.045792e-03	8.050846e-03	3.504979e-01	5.554661e-05	1.891481e-01	1.255581e-03	
1.050000e+00	3.395899e-10	3.770205e-24	1.708065e-09	1.380640e-13	1.940651e-02	1.029235e-03	-1.228196e-03	3.502930e-03	3.655987e-01	5.463330e-05	1.937793e-01	1.254120e-03	
1.060000e+00	2.714132e-10	3.013292e-24	1.436650e-09	1.175309e-13	1.907551e-02	1.073986e-03	-2.318705e-02	1.182107e-02	3.814947e-01	5.370146e-05	1.985913e-01	1.254698e-03	
1.070000e+00	2.164698e-10	2.403297e-24	1.199403e-09	9.912754e-14	1.873813e-02	1.121101e-03	-2.583218e-02	6.322679e-03	3.982306e-01	5.275167e-05	2.050030e-01	1.256018e-03	
1.080000e+00	1.722877e-10	1.912777e-24	9.927220e-10	8.272989e-14	1.839458e-02	1.170713e-03	-2.887480e-02	8.694118e-03	4.158537e-01	5.178452e-05	2.115114e-01	1.255032e-03	
1.090000e+00	1.368366e-10	1.519191e-24	8.135065e-10	6.823222e-14	1.804508e-02	1.222964e-03	-1.401685e-02	6.931805e-03	4.344140e-01	5.080058e-05	2.186308e-01	1.256731e-03	
1.100000e+00	1.084531e-10	1.204071e-24	6.590471e-10	5.551506e-14	1.768982e-02	1.278003e-03	-1.651871e-02	7.045693e-03	4.539645e-01	4.980045e-05	2.268323e-01	1.253521e-03	
1.110000e+00	8.577759e-11	9.523225e-25	5.269610e-10	4.449485e-14	1.732901e-02	1.335987e-03	-1.637541e-02	1.106426e-02	4.745613e-01	4.878472e-05	2.361422e-01	1.254172e-03	
1.120000e+00	6.770157e-11	7.516384e-25	4.150957e-10	3.504772e-14	1.696288e-02	1.397084e-03	-1.428790e-02	8.901132e-03	4.962638e-01	4.775399e-05	2.424248e-01	1.255101e-03	
1.130000e+00	5.332332e-11	5.920078e-25	3.214789e-10	2.706599e-14	1.659164e-02	1.461471e-03	-1.518123e-02	1.002023e-02	5.191349e-01	4.670885e-05	2.541878e-01	1.255465e-03	
1.140000e+00	4.191117e-11	4.653075e-25	2.442512e-10	2.044011e-14	1.621549e-02	1.529336e-03	-1.610879e-02	1.141527e-02	5.432415e-01	4.564991e-05	2.720581e-01	1.256236e-03	
1.150000e+00	3.287285e-11	3.649619e-25	1.816262e-10	1.504741e-14	1.583465e-02	1.600878e-03	-2.116307e-02	8.148008e-03	5.686543e-01	4.457778e-05	2.883929e-01	1.255379e-03	
1.160000e+00	2.573003e-11	2.856608e-25	1.318672e-10	1.075899e-14	1.544934e-02	1.676308e-03	-2.241073e-02	9.790695e-03	5.954480e-01	4.349306e-05	3.069380e-01	1.253657e-03	
1.170000e+00	2.009739e-11	2.231258e-25	9.326187e-11	7.439744e-15	1.505978e-02	1.755849e-03	-2.186488e-02	1.158304e-02	6.237023e-01	4.239637e-05	3.293769e-01	1.256426e-03	
1.180000e+00	1.566520e-11	1.739187e-25	6.412836e-11	4.951450e-15	1.466618e-02	1.839740e-03	-5.999490e-02	1.235792e-02	6.535012e-01	4.128831e-05	3.606749e-01	1.256881e-03	
1.190000e+00	1.218512e-11	1.352821e-25	4.282798e-11	3.157564e-15	1.426877e-02	1.928230e-03	-6.027239e-02	1.233518e-02	6.849341e-01	4.016950e-05	3.914356e-01	1.256865e-03	
1.200000e+00	9.458505e-12	1.050105e-25	2.780339e-11	1.930212e-15	1.386775e-02	2.021586e-03	-5.859950e-02	1.227254e-02	7.180957e-01	3.904056e-05	4.375758e-01	1.256112e-03	
1.210000e+00	7.326799e-12	8.134381e-26	1.761387e-11	1.161761e-15	1.346336e-02	2.120092e-03	-5.575064e-02	1.214947e-02	7.530863e-01	3.790210e-05	4.925417e-01	1.255099e-03	
1.220000e+00	5.663778e-12	6.288057e-26	1.098163e-11	7.719139e-16	1.305580e-02	2.224047e-03	-4.996226e-02	1.207723e-02	7.900125e-01	3.675474e-05	5.711165e-01	1.257672e-03	
1.230000e+00	4.369172e-12	4.850755e-26	6.831899e-12	2.944641e-16	1.264530e-02	2.333768e-03	-4.195273e-02	1.230735e-02	8.289871e-01	3.559911e-05	6.584731e-01	1.257145e-03	
1.240000e+00	3.363518e-12	3.734256e-26	4.314412e-12	1.368882e-16	1.223208e-02	2.449594e-03	-3.249933e-02	1.229310e-02	8.701300e-01	3.443581e-05	8.449430e-01	1.265329e-03	
1.250000e+00	2.583992e-12	2.868808e-26	2.805223e-12	5.884880e-17	1.181636e-02	2.571881e-03	-1.239123e-01	1.237837e-02	9.135682e-01	3.326548e-05	8.413657e-01	1.281519e-03	
1.260000e+00	1.981035e-12	2.199391e-26	1.883552e-12	2.328717e-17	1.139837e-02	2.701010e-03	-3.421842e-02	1.178974e-02	9.594367e-01	3.208873e-05	9.273833e-01	1.320988e-03	
1.270000e+00	1.515646e-12	1.682705e-26	1.288005e-12	8.474520e-18	1.097831e-02	2.837384e-03	-1.962008e-02	1.020940e-02	1.007878e+00	3.090619e-05	9.811242e-01	1.405373e-03	
1.280000e+00	1.157201e-12	1.284751e-26	8.531885e-13	3.550536e-18	1.055642e-02	2.981429e-03	-9.233041e-03	1.099962e-02	1.059045e+00	2.971848e-05	1.045017e+00	1.597074e-03	
