qt_to_Q	unpol_bn	err	unpol_rc	err	sivers_bn	err	sivers_rc	err	collins_bn	err	collins_rc	err
3.000000e-01	5.167004e-05	5.736527e-19	4.891860e-05	4.615487e-10	-5.427352e-16	6.110789e-05	1.163018e-03	2.422529e-04	2.170638e-02	3.408102e-16	2.252796e-02	3.099767e-04	
3.100000e-01	4.990764e-05	5.540861e-19	4.727577e-05	4.422586e-10	-1.459307e-15	6.314329e-05	1.198745e-03	2.121918e-04	2.242938e-02	3.965326e-16	2.326378e-02	2.800678e-04	
3.200000e-01	4.815055e-05	5.345785e-19	4.563716e-05	4.230861e-10	-1.113607e-15	6.518039e-05	1.233471e-03	1.808375e-04	2.315299e-02	3.635233e-16	2.399946e-02	2.484469e-04	
3.300000e-01	4.640250e-05	5.151713e-19	4.400628e-05	4.040533e-10	-8.240918e-16	6.721955e-05	1.267073e-03	1.482534e-04	2.387732e-02	3.748961e-16	2.473509e-02	2.149870e-04	
3.400000e-01	4.466708e-05	4.959042e-19	4.238628e-05	3.853914e-10	-5.865192e-16	6.926115e-05	1.299521e-03	1.147651e-04	2.460253e-02	4.166248e-16	2.547089e-02	1.795560e-04	
3.500000e-01	4.294769e-05	4.768151e-19	4.078051e-05	3.669797e-10	-1.012612e-15	7.130561e-05	1.330723e-03	8.150785e-05	2.532875e-02	3.976848e-16	2.620692e-02	1.420130e-04	
3.600000e-01	4.124754e-05	4.579397e-19	3.919188e-05	3.489333e-10	-1.726703e-15	7.335336e-05	1.360652e-03	5.313519e-05	2.605614e-02	4.091055e-16	2.694335e-02	1.022115e-04	
3.700000e-01	3.956967e-05	4.393115e-19	3.762322e-05	3.311589e-10	-1.436388e-15	7.540489e-05	1.389212e-03	4.695358e-05	2.678487e-02	4.205473e-16	2.768037e-02	5.999743e-05	
3.800000e-01	3.791690e-05	4.209621e-19	3.607717e-05	3.137877e-10	-1.402539e-15	7.746072e-05	1.416443e-03	7.321329e-05	2.751513e-02	4.320130e-16	2.841815e-02	1.520984e-05	
3.900000e-01	3.629186e-05	4.029206e-19	3.455618e-05	2.968676e-10	-1.763628e-16	7.952137e-05	1.442327e-03	1.138154e-04	2.824710e-02	4.435056e-16	2.915690e-02	3.232718e-05	
4.000000e-01	3.469699e-05	3.852140e-19	3.306254e-05	2.803883e-10	-1.098346e-15	8.158744e-05	1.466042e-03	1.604031e-04	2.898100e-02	4.550285e-16	2.989679e-02	8.278427e-05	
4.100000e-01	3.313451e-05	3.678669e-19	3.159833e-05	2.643502e-10	-1.311770e-15	8.365955e-05	1.488235e-03	2.111008e-04	2.971704e-02	4.665850e-16	3.063807e-02	1.363531e-04	
4.200000e-01	3.160643e-05	3.509018e-19	3.016544e-05	2.487726e-10	-1.621609e-15	8.573833e-05	1.508771e-03	2.654378e-04	3.045545e-02	4.781788e-16	3.138096e-02	1.932303e-04	
4.300000e-01	3.011455e-05	3.343387e-19	2.876558e-05	2.337044e-10	-1.551485e-15	8.782450e-05	1.527440e-03	3.233303e-04	3.119649e-02	4.898137e-16	3.212571e-02	2.536227e-04	
4.400000e-01	2.866049e-05	3.181953e-19	2.740027e-05	2.191757e-10	-5.506154e-16	8.991877e-05	1.544146e-03	3.848562e-04	3.194040e-02	6.463579e-16	3.287259e-02	3.177475e-04	
4.500000e-01	2.724564e-05	3.024873e-19	2.607084e-05	2.051521e-10	-1.201266e-15	9.202193e-05	1.558792e-03	4.501639e-04	3.268748e-02	5.132236e-16	3.362186e-02	3.858324e-04	
4.600000e-01	2.587120e-05	2.872280e-19	2.477843e-05	1.916551e-10	-1.501440e-15	9.413478e-05	1.571273e-03	5.194386e-04	3.343799e-02	5.250074e-16	3.437386e-02	4.581171e-04	
4.700000e-01	2.453819e-05	2.724286e-19	2.352407e-05	1.786963e-10	-9.804778e-16	9.625820e-05	1.581477e-03	5.928919e-04	3.419226e-02	5.368501e-16	3.512879e-02	5.348511e-04	
4.800000e-01	2.324741e-05	2.580981e-19	2.230850e-05	1.662855e-10	-2.327949e-15	9.839307e-05	1.589296e-03	6.707568e-04	3.495060e-02	6.345341e-16	3.588708e-02	6.162986e-04	
4.900000e-01	2.199951e-05	2.442436e-19	2.113236e-05	1.544124e-10	-2.419179e-15	1.005404e-04	1.594610e-03	7.532815e-04	3.571334e-02	7.313288e-16	3.664904e-02	7.027351e-04	
5.000000e-01	2.079494e-05	2.308703e-19	1.999613e-05	1.430667e-10	-1.536608e-15	1.027011e-04	1.597294e-03	8.407303e-04	3.648085e-02	5.727831e-16	3.741502e-02	7.944491e-04	
5.100000e-01	1.963400e-05	2.179812e-19	1.890013e-05	1.322841e-10	-1.650752e-15	1.048762e-04	1.597219e-03	9.333827e-04	3.725349e-02	5.849143e-16	3.818537e-02	8.917427e-04	
5.200000e-01	1.851681e-05	2.055779e-19	1.784450e-05	1.220353e-10	-1.345166e-15	1.070669e-04	1.594255e-03	1.031536e-03	3.803166e-02	5.971322e-16	3.896052e-02	9.949329e-04	
5.300000e-01	1.744336e-05	1.936602e-19	1.682928e-05	1.123197e-10	-1.646048e-15	1.092743e-04	1.588240e-03	1.135485e-03	3.881575e-02	6.094432e-16	3.974086e-02	1.104350e-03	
5.400000e-01	1.641347e-05	1.822261e-19	1.585434e-05	1.031065e-10	-2.435485e-15	1.114996e-04	1.579048e-03	1.245567e-03	3.960620e-02	6.218540e-16	4.052682e-02	1.220341e-03	
5.500000e-01	1.542684e-05	1.712723e-19	1.491947e-05	9.442269e-11	-1.858035e-15	1.137440e-04	1.566520e-03	1.362118e-03	4.040345e-02	6.343716e-16	4.121926e-02	1.115097e-03	
5.600000e-01	1.448305e-05	1.607942e-19	1.402429e-05	8.622870e-11	-1.880750e-15	1.160089e-04	1.550488e-03	1.485487e-03	4.120797e-02	6.470033e-16	4.199491e-02	1.151784e-03	
5.700000e-01	1.358156e-05	1.507856e-19	1.316836e-05	7.852927e-11	-2.203050e-15	1.182956e-04	1.530790e-03	1.616044e-03	4.202024e-02	6.597567e-16	4.277537e-02	1.188827e-03	
5.800000e-01	1.272172e-05	1.412395e-19	1.235110e-05	7.130743e-11	-2.102637e-15	1.206055e-04	1.507249e-03	1.754174e-03	4.284077e-02	6.726398e-16	4.356103e-02	1.226206e-03	
5.900000e-01	1.190279e-05	1.321475e-19	1.157187e-05	6.455022e-11	-1.507233e-15	1.229402e-04	1.479683e-03	1.900275e-03	4.367009e-02	6.856608e-16	4.452761e-02	3.579707e-04	
6.000000e-01	1.112392e-05	1.235003e-19	1.082995e-05	5.823441e-11	-2.160261e-15	1.253012e-04	1.447894e-03	2.054750e-03	4.450875e-02	6.988285e-16	4.532496e-02	3.833654e-04	
6.100000e-01	1.038422e-05	1.152880e-19	1.012450e-05	5.234806e-11	-1.807839e-15	1.276901e-04	1.411706e-03	2.218055e-03	4.535732e-02	7.121518e-16	4.612867e-02	4.098720e-04	
6.200000e-01	9.682699e-06	1.074996e-19	9.454664e-06	4.688955e-11	-2.300529e-15	1.301086e-04	1.370890e-03	2.390599e-03	4.621639e-02	7.256401e-16	4.693912e-02	4.375257e-04	
6.300000e-01	9.018320e-06	1.001235e-19	8.819507e-06	4.183288e-11	-2.398945e-15	1.325584e-04	1.325252e-03	2.572862e-03	4.708660e-02	7.393032e-16	4.775678e-02	4.663631e-04	
6.400000e-01	8.389993e-06	9.314764e-20	8.218047e-06	3.716632e-11	-2.408804e-15	1.350414e-04	1.274567e-03	2.765306e-03	4.796859e-02	7.531512e-16	4.858210e-02	4.964211e-04	
6.500000e-01	7.796583e-06	8.655946e-20	7.649260e-06	3.287522e-11	-2.136645e-15	1.375594e-04	1.218615e-03	2.968422e-03	4.886303e-02	7.671947e-16	4.941560e-02	5.277375e-04	
6.600000e-01	7.236920e-06	8.034596e-20	7.112088e-06	2.895323e-11	-2.130410e-15	1.401144e-04	1.157163e-03	3.182700e-03	4.977061e-02	7.814446e-16	5.025776e-02	5.603511e-04	
6.700000e-01	6.709808e-06	7.449383e-20	6.605446e-06	2.538556e-11	-2.363475e-15	1.427086e-04	1.089984e-03	3.408677e-03	5.069207e-02	7.959124e-16	5.110911e-02	5.943010e-04	
6.800000e-01	6.214029e-06	6.898958e-20	6.128225e-06	2.216437e-11	-2.214069e-15	1.453438e-04	1.016810e-03	3.646784e-03	5.162816e-02	8.106099e-16	5.197021e-02	6.296273e-04	
6.900000e-01	5.748351e-06	6.381952e-20	5.679306e-06	1.928297e-11	-2.724699e-15	1.480225e-04	9.374251e-04	3.897634e-03	5.257967e-02	8.255494e-16	5.284162e-02	6.663711e-04	
7.000000e-01	5.311538e-06	5.896992e-20	5.257556e-06	1.674029e-11	-2.966835e-15	1.507469e-04	8.515638e-04	4.161699e-03	5.354741e-02	8.407438e-16	5.372393e-02	7.045741e-04	
7.100000e-01	4.902349e-06	5.442701e-20	4.861843e-06	1.453623e-11	-2.229021e-15	1.535193e-04	7.589768e-04	4.439506e-03	5.453221e-02	8.562062e-16	5.461775e-02	7.442787e-04	
7.200000e-01	4.519550e-06	5.017708e-20	4.491035e-06	1.267492e-11	-2.098090e-15	1.563423e-04	6.594135e-04	4.731584e-03	5.553497e-02	8.719504e-16	5.552373e-02	7.855285e-04	
7.300000e-01	4.161915e-06	4.620654e-20	4.144006e-06	1.116198e-11	-2.680995e-15	1.592184e-04	5.526219e-04	5.038442e-03	5.655659e-02	8.879908e-16	5.644253e-02	8.283675e-04	
7.400000e-01	3.828233e-06	4.250192e-20	3.819643e-06	9.999762e-12	-2.761135e-15	1.621502e-04	4.383528e-04	5.360571e-03	5.759801e-02	9.043421e-16	5.737486e-02	8.728406e-04	
7.500000e-01	3.517309e-06	3.904998e-20	3.516847e-06	9.179306e-12	-2.510245e-15	1.651405e-04	3.163636e-04	5.698462e-03	5.866022e-02	9.210197e-16	5.832144e-02	9.189930e-04	
7.600000e-01	3.227974e-06	3.583771e-20	3.234537e-06	8.673181e-12	-2.284431e-15	1.681922e-04	1.864178e-04	6.052561e-03	5.974422e-02	9.380396e-16	5.928304e-02	9.668706e-04	
7.700000e-01	2.959080e-06	3.285238e-20	2.971654e-06	8.432954e-12	-2.871375e-15	1.713082e-04	4.829113e-05	6.423318e-03	6.085108e-02	9.554182e-16	6.026046e-02	1.016519e-03	
7.800000e-01	2.709509e-06	3.008159e-20	2.727164e-06	8.395896e-12	-3.109867e-15	1.744917e-04	-9.822864e-05	6.811090e-03	6.198188e-02	9.731729e-16	6.125456e-02	1.067984e-03	
7.900000e-01	2.478174e-06	2.751326e-20	2.500059e-06	8.496766e-12	-2.379336e-15	1.777457e-04	-2.533350e-04	7.216231e-03	6.313776e-02	9.913212e-16	6.226623e-02	1.121311e-03	
8.000000e-01	2.264021e-06	2.513568e-20	2.289359e-06	8.686718e-12	-3.015475e-15	1.810736e-04	-4.171995e-04	7.639009e-03	6.431989e-02	1.009882e-15	6.329643e-02	1.176543e-03	
8.100000e-01	2.066029e-06	2.293753e-20	2.094118e-06	8.894834e-12	-2.519091e-15	1.844789e-04	-5.899670e-04	8.079629e-03	6.552948e-02	1.028873e-15	6.434616e-02	1.233721e-03	
8.200000e-01	1.883215e-06	2.090789e-20	1.913418e-06	9.114723e-12	-3.068716e-15	1.879650e-04	-7.717503e-04	8.538216e-03	6.676781e-02	1.048316e-15	6.526413e-02	1.075984e-03	
8.300000e-01	1.714633e-06	1.903624e-20	1.746378e-06	9.315902e-12	-2.559219e-15	1.915357e-04	-9.626246e-04	9.014793e-03	6.803616e-02	1.068231e-15	6.635538e-02	1.121838e-03	
8.400000e-01	1.559372e-06	1.731250e-20	1.592149e-06	9.484473e-12	-2.913504e-15	1.951948e-04	-1.162620e-03	9.509265e-03	6.933591e-02	1.088638e-15	6.746971e-02	1.169468e-03	
8.500000e-01	1.416563e-06	1.572701e-20	1.449917e-06	9.612199e-12	-3.360670e-15	1.989461e-04	-1.371717e-03	1.002143e-02	7.066845e-02	1.109560e-15	6.860844e-02	1.218927e-03	
