0.010	 -6.630e-10	  1.793e-09	 2.903e-10
0.060	 -3.340e-09	  9.765e-09	 3.628e-09
0.110	 -5.636e-10	  1.872e-08	 5.087e-09
0.160	 -1.939e-09	  2.243e-08	 8.832e-09
0.210	 -4.005e-09	  2.402e-08	 7.991e-09
0.260	 -1.625e-10	  2.584e-08	 8.480e-09
0.310	 -6.574e-10	  1.912e-08	 5.287e-09
0.360	 -1.735e-09	  1.701e-08	 5.447e-09
0.410	 -2.610e-09	  1.204e-08	 3.761e-09
0.460	 -1.174e-08	  9.021e-09	 3.160e-09
0.510	 -2.918e-09	  5.790e-09	 2.233e-09
0.560	 -4.910e-10	  3.191e-09	 3.449e-10
0.610	 -5.271e-11	  1.368e-09	 3.144e-10
0.660	 -2.553e-10	  -3.573e-10	 2.570e-09
0.710	 -9.874e-11	  -6.614e-12	 1.563e-09
0.760	 -2.317e-11	  -6.953e-10	 9.267e-10
0.810	 -2.229e-12	  -1.343e-09	 5.821e-10
